# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr  4 08:09:49 2016
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Significant Secondary False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
3945,2997459,K04389.01,,CANDIDATE,CANDIDATE,0,0,0,0,16.336814900,132.2124700,0.6612,3.64300,2.3730e+02,1.39,642.0,40.22,11.50,1,q1_q17_dr24_tce,5410.00,4.490,0.8590,293.130980,38.159679,15.050
3946,8330207,K04390.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.636689474,131.6448800,0.0352,1.35300,9.8010e+02,11.55,2560.0,10160.30,12.20,1,q1_q17_dr24_tce,5234.00,3.436,3.7390,300.924840,44.249680,16.494
3947,5881813,K02744.02,,CANDIDATE,CANDIDATE,0,0,0,0,11.615314100,131.9759000,0.4248,2.78000,1.8450e+02,1.10,719.0,63.08,10.40,2,q1_q17_dr24_tce,5649.00,4.573,0.7970,293.527560,41.111439,15.162
3948,11560897,K02365.02,Kepler-430 c,CONFIRMED,CANDIDATE,0,0,0,0,110.973780000,147.0564000,0.2964,12.38800,1.4300e+02,1.48,423.0,7.58,15.20,2,q1_q17_dr24_tce,5831.00,4.267,1.2380,292.808650,49.579441,13.848
3949,10858737,K04183.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.952381980,131.8573900,0.4794,2.89100,3.5700e+01,0.96,2675.0,12109.89,20.20,1,q1_q17_dr24_tce,6975.00,4.157,1.5500,290.706510,48.226559,13.541
3950,6752002,K04184.01,,CANDIDATE,CANDIDATE,0,0,0,0,6.080048210,136.8808400,0.2903,1.30370,1.7480e+02,1.05,808.0,100.72,17.60,1,q1_q17_dr24_tce,4991.00,4.513,0.8040,281.898130,42.285870,13.473
3951,7257966,K04185.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.035208688,132.3290000,34.1626,0.64900,7.3360e+02,3163.54,1143.0,403.53,18.30,1,q1_q17_dr24_tce,5505.00,4.503,0.8730,282.335630,42.845440,15.556
3952,9406892,K04186.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,2.213154000,132.7186000,0.7359,3.94400,1.3670e+02,1.05,1374.0,841.98,29.80,1,q1_q17_dr24_tce,5921.00,4.465,0.8300,292.969820,45.905579,14.400
3953,9202434,K04253.01,,CANDIDATE,CANDIDATE,0,0,0,0,173.257837200,194.4584000,1.9038,2.02700,6.8700e+02,117.29,376.0,4.73,13.50,1,q1_q17_dr24_tce,6392.00,4.399,1.1620,283.725520,45.676849,14.201
3954,8487645,K04254.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.530967458,131.7207600,0.5510,1.95700,1.9600e+01,0.95,4196.0,73278.12,18.20,1,q1_q17_dr24_tce,8476.00,4.122,2.0530,288.850280,44.596939,12.717
3955,10407482,K04255.01,,CANDIDATE,CANDIDATE,0,0,0,0,6.305602470,131.5311300,0.5424,2.46800,2.2080e+02,2.65,1125.0,378.90,17.90,1,q1_q17_dr24_tce,4934.00,3.927,1.7560,292.955260,47.573101,15.056
3956,5817613,K04256.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,4.205874710,132.2920000,0.3156,7.30300,2.6210e+02,1.36,1015.0,251.36,18.30,1,q1_q17_dr24_tce,5593.00,4.552,0.8420,298.484250,41.069210,15.892
3957,7901016,K04257.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,41.675518100,169.7895000,0.3328,10.67400,1.1930e+02,1.93,690.0,53.72,22.00,1,q1_q17_dr24_tce,5745.00,3.957,1.7630,295.133300,43.631432,13.340
3958,9910942,K04324.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,8.480287500,135.8600400,0.2793,6.34000,4.7500e+01,1.17,1244.0,566.34,14.00,1,q1_q17_dr24_tce,6250.00,4.004,1.6760,298.824950,46.713531,12.797
3959,7749002,K04325.01,,CANDIDATE,CANDIDATE,0,0,0,0,0.609926492,131.8024500,0.2172,1.22190,1.5160e+02,1.19,2143.0,4990.14,15.40,1,q1_q17_dr24_tce,5936.00,4.501,0.9650,290.391720,43.440338,15.682
3960,10924340,K04326.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.750744957,132.1815500,1.5986,1.93290,1.9630e+02,62.28,2076.0,4387.10,45.50,2,q1_q17_dr24_tce,6187.00,4.499,0.9370,293.808840,48.365620,13.941
3961,5371777,K04327.01,,CANDIDATE,CANDIDATE,0,0,0,0,0.991665274,131.5350400,0.2240,2.37800,7.8400e+01,0.92,1919.0,3206.91,13.80,1,q1_q17_dr24_tce,6108.00,4.466,1.0300,294.441800,40.571678,14.978
3962,6359926,K04391.01,,CANDIDATE,CANDIDATE,0,0,0,0,49.475085000,166.1299000,0.7097,10.40500,2.6520e+02,1.60,494.0,14.12,17.20,1,q1_q17_dr24_tce,5952.00,4.487,0.9170,290.395050,41.781570,14.955
3963,6629993,K04392.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,118.668104000,171.9192000,0.1517,15.23800,5.4280e+02,1.79,299.0,1.88,18.10,1,q1_q17_dr24_tce,5017.00,4.531,0.7920,297.837130,42.079369,15.133
3964,8324518,K04393.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.628874450,132.3412900,0.1254,1.73800,1.4200e+02,0.95,1327.0,733.67,11.80,1,q1_q17_dr24_tce,5398.00,4.571,0.8110,299.276580,44.291981,15.295
3965,10427700,K04394.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.616387954,131.6416400,0.3245,0.82280,8.7700e+01,2.90,3451.0,33519.35,17.70,1,q1_q17_dr24_tce,5667.00,3.625,3.0490,299.419860,47.562832,12.985
3966,3103473,K04395.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.920056566,131.7273400,0.0641,1.39200,3.2980e+02,1.33,1186.0,467.41,13.30,1,q1_q17_dr24_tce,5243.00,4.608,0.7440,287.840000,38.255489,15.686
3967,11296045,K04396.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,88.913231390,145.6230854,,2.92000,,,,,,,,,,,291.361880,49.021980,12.981
3968,3124598,K04187.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,7.071600940,136.4658300,0.4117,2.54700,1.1540e+02,1.38,1162.0,431.05,14.00,1,q1_q17_dr24_tce,6313.00,4.240,1.2590,293.292270,38.211800,13.722
3969,6879171,K04188.01,,CANDIDATE,CANDIDATE,0,0,0,0,6.963551030,133.0142100,0.0504,3.17600,7.2800e+01,1.44,1297.0,669.78,21.20,1,q1_q17_dr24_tce,6040.00,3.978,1.6860,296.104060,42.342590,13.128
3970,9897364,K04189.01,,CANDIDATE,CANDIDATE,0,0,0,0,64.273775200,186.7100300,0.5556,9.75600,1.0930e+03,4.72,570.0,25.00,27.50,1,q1_q17_dr24_tce,6362.00,4.238,1.3780,294.455690,46.743561,15.589
3971,12505503,K04190.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.432765980,132.9135500,0.4810,4.15600,6.3500e+01,0.72,1134.0,390.57,16.10,1,q1_q17_dr24_tce,5757.00,4.536,0.8810,288.573580,51.472752,13.583
3972,3548639,K04191.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,13.845314600,136.9565300,0.6142,2.72700,9.4300e+01,1.36,1001.0,237.77,15.00,1,q1_q17_dr24_tce,6877.00,4.293,1.3340,292.478880,38.657921,12.632
3973,7115925,K04258.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0.566803138,131.8010800,0.4864,2.66300,1.9800e+01,0.68,2826.0,15078.47,21.40,1,q1_q17_dr24_tce,6292.00,4.179,1.4930,291.213380,42.625599,12.528
3974,5785279,K04259.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.909125529,132.4058400,0.3197,1.42600,9.5200e+01,0.97,1815.0,2566.87,13.90,1,q1_q17_dr24_tce,5486.00,4.389,0.9960,290.012450,41.089989,15.195
3975,7429287,K04260.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,371.633270000,296.9495000,0.8185,14.92000,1.0700e+02,1.83,316.0,2.36,15.20,,,5802.00,4.073,1.5900,286.395840,43.075821,11.443
3976,10526887,K04261.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.450886907,132.2303300,0.1574,1.78100,1.4510e+02,1.24,1699.0,1970.75,14.70,1,q1_q17_dr24_tce,6046.00,4.423,1.0230,288.302000,47.775551,15.369
3977,11125613,K02485.03,,CANDIDATE,CANDIDATE,0,0,0,0,5.727172260,133.9639800,0.2816,2.17700,3.2700e+02,1.35,817.0,105.31,16.70,3,q1_q17_dr24_tce,5130.00,4.579,0.7560,285.173340,48.770039,15.311
3978,3545583,K04328.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,407.594150000,273.5955000,0.0274,7.30000,4.6240e+02,2.11,266.0,1.18,7.70,,,6198.00,4.402,0.9740,291.691040,38.614990,14.854
3979,9896018,K02579.03,,CANDIDATE,CANDIDATE,0,0,0,0,10.301393540,134.8931300,0.7737,3.72100,2.0280e+02,1.66,922.0,171.07,13.80,3,q1_q17_dr24_tce,6190.00,4.393,1.0680,293.988710,46.718021,15.147
3980,12456063,K04329.01,,CANDIDATE,CANDIDATE,0,0,0,0,17.801046500,134.3702800,0.1257,6.31600,4.8100e+01,0.71,763.0,80.32,15.70,1,q1_q17_dr24_tce,6338.00,4.448,1.0090,289.011780,51.376019,12.018
3981,8374741,K04330.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,358.101884000,425.6837000,0.5804,6.39300,1.1400e+02,0.95,242.0,0.81,12.80,,,5786.00,4.526,0.8560,295.075070,44.382992,11.678
3982,5096053,K04331.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.717852505,132.9289100,0.0509,0.95960,6.4700e+01,1.34,2153.0,5081.68,14.60,1,q1_q17_dr24_tce,6674.00,4.121,1.6370,290.813660,40.254875,13.228
3983,11296045,K04396.02,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,46.077150100,143.6839655,,3.03000,,,,,,,,,,,291.361880,49.021980,12.981
3984,11296045,K04396.03,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,42.624233290,156.1855401,,1.47000,,,,,,,,,,,291.361880,49.021980,12.981
3985,3247503,K04397.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.895725159,131.9739700,0.2330,0.83900,3.2490e+02,1.53,1786.0,2402.80,15.50,1,q1_q17_dr24_tce,5897.00,4.560,0.8340,294.484990,38.352859,15.497
3986,5802637,K04398.01,,CANDIDATE,CANDIDATE,0,0,0,0,7.342261190,131.5511600,0.0412,1.90700,3.6860e+02,1.59,836.0,115.71,12.20,1,q1_q17_dr24_tce,5561.00,4.557,0.8360,295.211270,41.086971,15.486
3987,5531694,K00647.02,,CANDIDATE,CANDIDATE,0,0,0,0,8.113471300,132.8165000,0.4806,4.99500,4.3900e+01,0.74,1052.0,289.18,11.10,2,q1_q17_dr24_tce,6458.00,4.378,1.0890,291.195070,40.702702,13.550
3988,8733898,K02842.03,Kepler-446 c,CONFIRMED,CANDIDATE,0,0,0,0,3.036216790,134.0591100,0.1925,0.96040,2.1310e+03,2.10,583.0,27.40,24.70,3,q1_q17_dr24_tce,3485.00,4.786,0.4610,282.250210,44.921108,16.257
3989,9828127,K04192.01,,CANDIDATE,CANDIDATE,0,0,0,0,18.054038100,147.7992300,0.4405,4.40900,2.6210e+02,1.39,623.0,35.72,17.50,1,q1_q17_dr24_tce,5576.00,4.556,0.8520,290.586120,46.642689,15.004
3990,7107802,K02420.02,,CANDIDATE,CANDIDATE,0,0,0,0,5.467487010,133.4270500,0.2168,3.05100,9.0700e+01,0.87,1002.0,238.33,10.10,2,q1_q17_dr24_tce,5851.00,4.515,0.9180,288.588350,42.605659,14.746
3991,9092496,K04193.01,,CANDIDATE,CANDIDATE,0,0,0,0,94.176898000,200.3056000,0.9348,7.09700,1.0604e+03,4.33,493.0,14.00,14.40,1,q1_q17_dr24_tce,6935.00,4.409,1.0960,293.201390,45.454399,14.848
3992,5644412,K04194.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.538188437,132.4894000,0.2451,1.70220,2.7170e+02,1.18,1240.0,559.27,16.20,1,q1_q17_dr24_tce,5112.00,4.609,0.7260,297.952970,40.806808,15.329
3993,9959545,K04195.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1.332568207,132.0458800,0.6822,4.46200,5.5800e+01,0.63,1491.0,1168.33,22.40,1,q1_q17_dr24_tce,5701.00,4.576,0.7980,295.220890,46.823879,14.150
3994,9641144,K04262.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1.089077255,132.0240100,0.5578,2.06300,4.5900e+01,0.77,2040.0,4090.44,14.50,1,q1_q17_dr24_tce,6455.00,4.399,1.0980,288.090090,46.322948,13.938
3995,8572168,K04263.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.662710960,132.4442200,0.3713,1.70200,4.7000e+01,1.56,2307.0,6700.60,12.20,1,q1_q17_dr24_tce,6028.00,3.842,2.2440,296.205780,44.660446,13.970
3996,12509829,K04264.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.888477901,131.8689000,0.3773,1.58600,3.3070e+02,1.48,1670.0,1836.92,21.00,1,q1_q17_dr24_tce,5551.00,4.570,0.8090,291.061680,51.404781,15.850
3997,7368137,K04265.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.182450350,132.3815200,0.3639,3.33900,7.2900e+01,0.69,1291.0,656.83,12.50,1,q1_q17_dr24_tce,5804.00,4.569,0.7960,293.423610,42.917641,14.897
3998,9027841,K04266.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0.503999734,131.6314350,0.9686,0.54750,1.0657e+03,3.35,1604.0,1566.41,92.40,1,q1_q17_dr24_tce,4898.00,4.686,0.5680,293.952210,45.318260,15.498
3999,8953414,K04332.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.665877750,131.6142000,0.5235,5.61400,1.6630e+02,1.01,1041.0,278.03,18.20,1,q1_q17_dr24_tce,4965.00,4.536,0.7710,291.985720,45.211441,15.382
4000,2576962,K04333.01,,CANDIDATE,CANDIDATE,0,0,0,0,309.255810000,136.2248000,0.2875,10.72000,4.2140e+02,2.18,287.0,1.61,9.90,,,6060.00,4.419,1.0570,291.700500,37.843731,14.205
4001,10140274,K04334.01,,CANDIDATE,CANDIDATE,0,0,0,0,2.442330170,133.5345300,0.3548,1.89000,2.4890e+02,1.15,1029.0,264.82,14.40,1,q1_q17_dr24_tce,4849.00,4.561,0.7380,291.518190,47.139301,15.849
4002,10730070,K04335.01,,CANDIDATE,CANDIDATE,0,0,0,0,7.617608040,137.4959000,0.1827,3.47900,1.0170e+02,1.09,1019.0,255.32,15.10,1,q1_q17_dr24_tce,6202.00,4.401,1.0720,291.407810,48.017891,14.110
4003,4458109,K04336.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,41.477908000,144.9193000,0.5122,10.45000,2.9900e+01,1.09,849.0,122.73,9.60,,,6935.00,3.950,1.9180,289.756260,39.576450,10.830
4004,8345384,K04399.01,,CANDIDATE,CANDIDATE,0,0,0,0,42.100545100,143.0254500,0.0325,1.15900,2.0170e+02,2.77,729.0,66.74,14.90,1,q1_q17_dr24_tce,5654.00,3.808,1.9460,282.128880,44.303162,11.965
4005,2831055,K04400.01,,CANDIDATE,CANDIDATE,0,0,0,0,2.209219510,131.9084300,0.5652,2.73000,6.0800e+01,0.88,1507.0,1217.79,15.30,1,q1_q17_dr24_tce,5991.00,4.375,1.0920,285.512940,38.079739,13.764
4006,11044826,K04401.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,260.548320000,218.5525000,0.3780,15.52000,1.6160e+02,1.35,318.0,2.43,10.20,,,6412.00,4.440,1.0400,298.003570,48.564240,13.533
4007,6681687,K04402.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,370.476780000,307.4992000,0.5386,15.69000,6.5620e+02,2.37,252.0,0.96,11.80,,,6050.00,4.525,0.8960,288.797030,42.168900,15.359
4008,7703882,K04403.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.883469160,136.9504400,0.4835,2.46600,2.3760e+02,1.34,948.0,190.54,12.00,1,q1_q17_dr24_tce,5835.00,4.554,0.8470,298.002930,43.354610,15.741
4009,8179190,K04196.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.662456389,131.9077800,1.3137,1.59200,9.5600e+01,50.98,2765.0,13807.90,19.40,1,q1_q17_dr24_tce,6429.00,4.149,1.4540,296.247800,44.076790,12.721
4010,9777724,K04197.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.332563650,132.0465800,1.1622,5.75000,2.1680e+02,19.89,1820.0,2593.34,20.80,1,q1_q17_dr24_tce,6341.00,4.446,1.0330,294.700500,46.573132,15.865
4011,9072639,K04198.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.182858516,131.9712600,0.6310,2.88700,2.4200e+01,0.69,2156.0,5106.50,17.60,1,q1_q17_dr24_tce,6312.00,4.203,1.3250,283.852910,45.485260,12.638
4012,5340878,K04199.01,,CANDIDATE,CANDIDATE,0,0,0,0,0.539915238,131.5517500,0.0776,1.13900,1.0450e+02,0.68,1727.0,2104.36,20.30,1,q1_q17_dr24_tce,5166.00,4.650,0.6780,283.587620,40.574928,14.311
4013,10273903,K04200.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,372.543530000,137.9147000,1.7826,21.83000,1.1060e+03,74.14,226.0,0.62,11.90,,,5561.00,4.557,0.8360,291.796660,47.385929,15.662
4014,7450747,K04267.01,,CANDIDATE,CANDIDATE,0,0,0,0,2.208294120,131.6320600,0.3350,2.79900,9.0900e+01,0.95,1472.0,1108.75,12.20,1,q1_q17_dr24_tce,6131.00,4.454,0.9890,293.542300,43.026100,15.201
4015,7826620,K04268.01,,CANDIDATE,CANDIDATE,0,0,0,0,0.849907889,131.6717800,0.2590,1.09250,1.3110e+02,0.59,1136.0,394.33,15.40,1,q1_q17_dr24_tce,4294.00,4.736,0.5040,293.288020,43.514992,15.220
4016,8890924,K04269.01,,CANDIDATE,CANDIDATE,0,0,0,0,26.656557400,131.5954200,0.2061,4.92300,1.8230e+02,4.05,903.0,157.45,18.60,1,q1_q17_dr24_tce,5159.00,3.604,3.0620,293.796840,45.160728,13.263
4017,8890924,K04269.02,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,4.440828700,135.2682000,0.5491,8.98500,2.9100e+01,1.69,1642.0,1719.20,11.50,2,q1_q17_dr24_tce,5159.00,3.604,3.0620,293.796840,45.160728,13.263
4018,8483241,K04270.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,373.722570000,178.1825000,1.5922,14.21000,4.7090e+02,67.13,262.0,1.11,9.60,,,6004.00,4.450,1.0080,286.532780,44.554569,14.808
4019,8573193,K04337.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.185049490,134.5537500,0.1372,4.21400,1.0890e+02,0.95,892.0,149.41,14.10,1,q1_q17_dr24_tce,5984.00,4.521,0.9060,296.516660,44.608608,14.686
4020,9240664,K04338.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.784377310,141.4077500,1.6989,1.36200,2.5550e+02,273.00,1397.0,900.70,14.80,1,q1_q17_dr24_tce,5575.00,3.516,3.5150,299.206670,45.645470,13.638
4021,7673841,K02585.02,Kepler-392 c,CONFIRMED,CANDIDATE,0,0,0,0,10.423120410,135.1548000,0.4669,2.24200,8.2500e+01,1.31,1088.0,330.95,14.20,2,q1_q17_dr24_tce,6474.00,4.188,1.4030,288.660770,43.368080,13.455
4022,7281411,K04339.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0.566803514,131.8293100,0.0711,4.81700,2.0000e+02,0.90,1736.0,2149.42,35.30,1,q1_q17_dr24_tce,5277.00,4.625,0.6400,291.586820,42.827621,15.776
4023,6528141,K04340.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,2.022651700,131.8405000,1.0216,5.81900,1.5710e+02,4.25,1482.0,1139.10,17.20,1,q1_q17_dr24_tce,6091.00,4.487,0.9670,293.622800,41.966492,15.572
4024,8106112,K04404.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,316.577470000,236.5015000,0.2569,14.64000,2.6910e+02,1.47,255.0,1.01,10.20,,,5822.00,4.529,0.8980,294.731320,43.989361,15.246
4025,10745365,K04405.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.917281900,139.6110000,0.1489,4.14900,1.9260e+02,1.38,931.0,177.84,5.50,1,q1_q17_dr24_tce,6210.00,4.467,0.9860,296.896000,48.047260,14.671
4026,5563937,K04406.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.519438611,131.7893700,1.3465,2.16310,5.3920e+02,40.61,2403.0,7880.14,50.30,1,q1_q17_dr24_tce,6177.00,4.462,1.0110,299.085360,40.774529,15.421
4027,8396660,K04407.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.338080913,132.3407400,0.0935,1.51100,1.8900e+01,0.67,2225.0,5792.27,13.00,1,q1_q17_dr24_tce,6331.00,4.086,1.5360,301.156560,44.379532,11.179
4028,10736179,K04408.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,1.105099907,132.5457200,0.5240,2.69000,1.3240e+02,0.88,1449.0,1042.29,14.50,1,q1_q17_dr24_tce,5300.00,4.599,0.7530,293.827820,48.054241,15.815
4029,6119921,K04201.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,245.019020000,268.1105000,0.3471,8.56000,3.7590e+02,1.98,310.0,2.17,10.10,,,6167.00,4.451,1.0100,290.626590,41.490959,14.881
4030,11968463,K02433.03,,CANDIDATE,CANDIDATE,0,0,0,0,56.414742000,163.1327000,0.2265,7.86900,4.4710e+02,2.46,549.0,21.40,13.30,4,q1_q17_dr24_tce,6308.00,4.353,1.1530,294.338470,50.336540,15.212
4031,3834317,K04203.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.180766750,132.3967000,1.0790,22.83000,9.4300e+01,16.98,2097.0,4570.70,65.60,1,q1_q17_dr24_tce,6903.00,4.100,1.7500,286.047390,38.979851,10.008
4032,10593535,K04204.01,,CANDIDATE,CANDIDATE,0,0,0,0,20.925392000,134.8950000,0.0509,6.61700,1.3150e+02,1.38,730.0,66.95,16.00,1,q1_q17_dr24_tce,5821.00,4.283,1.2100,289.182650,47.873379,13.966
4033,5959719,K02498.02,Kepler-390 c,CONFIRMED,CANDIDATE,0,0,0,0,13.060042200,144.3288500,0.4021,2.90200,1.1010e+02,0.81,630.0,37.30,13.50,2,q1_q17_dr24_tce,5168.00,4.566,0.7690,291.628780,41.208599,13.942
4034,5992210,K04271.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.641076700,132.1359200,0.2278,1.29200,9.6100e+01,0.95,2197.0,5512.38,17.40,1,q1_q17_dr24_tce,6077.00,4.451,0.9610,299.608250,41.268341,14.098
4035,9302543,K04272.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.214746570,131.7620000,0.9561,7.72000,2.6930e+02,6.76,3302.0,28091.85,8.10,1,q1_q17_dr24_tce,6732.00,3.632,3.2760,299.086580,45.776821,11.464
4036,9716028,K04273.01,,CANDIDATE,CANDIDATE,0,0,0,0,17.373250100,138.2824200,0.4506,3.53900,7.1200e+01,0.97,782.0,88.40,14.50,1,q1_q17_dr24_tce,6122.00,4.364,1.1270,294.209840,46.479969,12.677
4037,6223324,K04274.01,,CANDIDATE,CANDIDATE,0,0,0,0,1.975074000,132.3529500,0.1024,2.74200,1.3110e+02,1.09,1476.0,1122.82,14.00,1,q1_q17_dr24_tce,6065.00,4.495,0.9470,296.811580,41.515690,15.276
4038,9701962,K04617.01,,CANDIDATE,CANDIDATE,0,0,0,0,27.478557200,148.6285000,0.4261,8.30500,8.8900e+01,1.08,689.0,53.20,13.20,1,q1_q17_dr24_tce,6300.00,4.371,1.1260,287.937190,46.418491,13.630
4039,6685646,K04618.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,244.866620000,141.9596000,0.3872,10.56000,2.8950e+02,1.46,273.0,1.31,9.70,,,5821.00,4.554,0.8480,290.041140,42.105740,14.462
4040,7741837,K04619.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,62.366706000,142.3899000,0.1725,4.32000,9.5400e+01,1.88,698.0,56.09,7.10,,,6749.00,4.031,1.9000,287.397770,43.414341,11.208
4041,11137065,K04620.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0.933732813,131.5355200,0.0850,2.98800,9.4100e+01,0.89,1775.0,2344.56,13.50,1,q1_q17_dr24_tce,5496.00,4.405,0.9270,291.616460,48.775639,14.812
4042,11093335,K04621.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,53.106597000,145.2776000,0.5182,2.91400,8.2400e+01,2.20,860.0,129.19,7.30,,,7217.00,3.893,2.3430,296.041960,48.681351,11.159
4043,9394768,K04690.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,360.154170000,188.7960000,0.2583,12.80600,7.9060e+02,2.99,270.0,1.25,11.10,,,6065.00,4.452,1.0610,287.252990,45.909340,15.435
4044,9773980,K04691.01,,CANDIDATE,CANDIDATE,0,0,0,0,3.387921140,133.9361000,0.2066,1.93100,8.0900e+01,0.84,1213.0,512.09,10.70,1,q1_q17_dr24_tce,6003.00,4.507,0.9320,293.280150,46.560089,14.491
4045,10972902,K04692.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,1.428568150,132.8146100,0.3097,2.13200,5.9500e+01,0.64,1547.0,1352.91,11.80,1,q1_q17_dr24_tce,5979.00,4.557,0.8220,290.444760,48.462891,14.766
