rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
5335,7812175,K03665.01,,FALSE POSITIVE,FALSE POSITIVE,17.7939097,134.03584,1.0329,4.0336,1.11E+05,57.45,697,55.88,416.3,5780,4.438,1,288.02426,43.545841,16.328
5336,7708193,K03666.01,,FALSE POSITIVE,FALSE POSITIVE,7.942582651,134.817284,2.9001,6.9963,1.01E+05,543.89,1285,644.35,654.2,5516,3.765,2.178,298.99731,43.398861,15.994
5337,5478083,K03738.01,,FALSE POSITIVE,FALSE POSITIVE,15.85231962,142.52397,3.4865,4.8064,4.55E+05,378.69,725,65.17,164,5780,4.438,1,299.01227,40.660034,17.518
5338,10857342,K03739.01,,FALSE POSITIVE,FALSE POSITIVE,2.415923082,133.610302,0.5269,9.7195,5.72E+05,309.15,3330,29070.1,1149.9,8796,3.711,3.278,290.01151,48.244202,14.467
5339,5215700,K03740.01,,CANDIDATE,CANDIDATE,0.656201004,132.0994979,1.5686,4.15662,1.88E+05,128.57,2155,5094.25,1841.3,6025,4.472,0.999,298.5304,40.39846,15.168
5340,8780959,K03741.01,,FALSE POSITIVE,FALSE POSITIVE,2.617285567,132.390699,1.3009,9.5231,3.63E+03,54.09,1688,1918.98,366.1,6432,4.207,1.345,300.33237,44.986141,13.306
5341,8780959,K03741.02,,CANDIDATE,CANDIDATE,18.577356,141.9371,0.0849,26.48,1.37E+02,1.59,879,140.97,13.2,6432,4.207,1.345,300.33237,44.986141,13.306
5342,5565486,K03742.01,,CANDIDATE,CANDIDATE,1.412523974,131.70444,0.8275,5.75,1.97E+05,69.71,1930,3279.01,1936.8,6609,4.391,1.135,299.37808,40.757359,14.964
5343,8453214,K01776.01,,FALSE POSITIVE,FALSE POSITIVE,5.77677007,131.54082,1.1813,6.815,6.00E+03,20.35,670,47.55,196.7,4401,4.621,0.645,298.80362,44.4174,15.466
5344,8552719,K01792.01,,CANDIDATE,CANDIDATE,88.40655258,176.275572,0.5668,12.3073,1.73E+03,4.27,397,5.84,328.3,5688,4.476,0.998,288.97165,44.624531,12.16
5345,8556077,K02027.01,,FALSE POSITIVE,FALSE POSITIVE,3.635715289,134.60942,0.379,2.1434,7.02E+01,1.22,1580,1471.85,39.2,6645,4.207,1.426,290.33813,44.60387,11.826
5346,8625821,K01859.01,,FALSE POSITIVE,FALSE POSITIVE,45.3968329,136.93904,1.3015,4.408,1.45E+03,26.45,438,8.72,41.9,5653,4.63,0.709,292.17706,44.786598,15.024
5347,8652999,K01953.01,,FALSE POSITIVE,FALSE POSITIVE,15.1602335,136.55368,0.9186,6.329,3.29E+02,2.62,821,107.59,41.4,5940,4.3,1.191,300.39197,44.780041,13.59
5348,12164770,K02088.01,,FALSE POSITIVE,FALSE POSITIVE,2.63009352,132.2236,1.1531,11.284,4.32E+02,21.37,1508,1222.81,78.1,6328,4.374,1.118,294.39557,50.719589,14.651
5349,9541322,K02089.01,,FALSE POSITIVE,FALSE POSITIVE,9.40525543,134.55294,1.834,2.134,6.05E+02,92.58,938,182.99,30.2,6345,4.462,0.994,297.33582,46.15099,14.685
5350,10470616,K02112.01,,FALSE POSITIVE,FALSE POSITIVE,4.15712883,132.21827,0.0834,1.8148,8.05E+01,1.22,1409,932.82,26,6453,4.286,1.346,291.96689,47.698456,12.28
5351,10362031,K02118.01,,FALSE POSITIVE,FALSE POSITIVE,3.2136979,132.98081,0.5854,2.243,6.08E+01,1.32,1613,1600.18,19.5,6200,4.133,1.621,299.26431,47.491791,12.618
5352,6373680,K02127.01,,FALSE POSITIVE,FALSE POSITIVE,2.870655535,133.66602,0.2869,1.576,5.05E+02,1.81,1195,482.07,30.6,5911,4.581,0.794,294.74448,41.749962,15.413
5353,10963242,K01312.02,,FALSE POSITIVE,FALSE POSITIVE,31.24611088,138.4604477,,4.76,,,,,,,,,284.91049,48.431641,14.706
5354,9150827,K01408.02,,FALSE POSITIVE,FALSE POSITIVE,82.37208458,208.4205685,,6.35,,,,,,,,,290.29456,45.56461,14.688
5355,9957351,K03964.01,,FALSE POSITIVE,FALSE POSITIVE,0.991104793,131.893679,0.5511,2.25306,3.30E+05,37.98,1257,589.31,100.6,4769,4.673,0.578,294.3541,46.840851,16.948
5356,5385575,K03965.01,,FALSE POSITIVE,FALSE POSITIVE,12.42560751,141.53133,0.9278,24.013,7.00E+02,2.54,565,24.17,103.4,4593,4.572,0.747,297.61902,40.568062,14.652
5357,3732035,K03966.01,,CANDIDATE,CANDIDATE,138.9442,153.90997,0.2759,10.456,5.33E+02,1.97,343,3.26,29.7,6049,4.552,0.845,286.61371,38.891972,14.208
5358,5385697,K03967.01,,FALSE POSITIVE,FALSE POSITIVE,12.4266749,141.4169,0.3273,16.288,2.43E+02,1.28,707,59.12,14.8,5637,4.564,0.821,297.64737,40.536461,15.604
5359,5385697,K03967.02,,FALSE POSITIVE,FALSE POSITIVE,12.42562622,133.9717821,,18.53,,,,,,,,,297.64737,40.536461,15.604
5360,8823833,K03968.01,,FALSE POSITIVE,FALSE POSITIVE,1.506502083,132.98931,0.5376,3.1189,7.05E+01,0.69,1419,958.31,43.4,5574,4.538,0.796,293.7749,45.087639,12.903
5361,5008501,K01666.01,,FALSE POSITIVE,FALSE POSITIVE,0.968025957,131.756283,0.1972,0.767,2.13E+02,1.79,2169,5236.7,33.1,6444,4.376,1.2,291.01971,40.177589,14.479
5362,5015913,K01667.01,,FALSE POSITIVE,FALSE POSITIVE,1.179969427,133.382104,1.1834,2.0749,1.04E+03,64.99,2654,11730.91,270.8,5706,3.71,2.691,293.20209,40.170921,12.989
5363,5103942,K01668.01,,FALSE POSITIVE,FALSE POSITIVE,10.10176619,131.80685,1.0377,2.321,8.15E+02,7.59,829,111.86,35.6,6058,4.54,0.867,293.1416,40.262299,14.694
5364,5184709,K01670.01,,FALSE POSITIVE,FALSE POSITIVE,10.57906808,141.07527,0.9849,1.987,3.88E+02,3.08,899,154.75,22,6258,4.449,1.031,291.12006,40.333988,14.572
5365,5195172,K01671.01,,FALSE POSITIVE,FALSE POSITIVE,1.480280588,134.37389,0.127,2.429,6.10E+01,0.98,1821,2597.27,21.6,5897,4.25,1.259,294.11307,40.362968,13.522
5366,8678664,K01782.01,,CANDIDATE,CANDIDATE,15.42041098,133.516511,60.455,2.36356,1.61E+04,5724.89,661,45.03,336.1,5468,4.505,0.88,287.2106,44.849129,15.596
5367,8832512,K01821.01,,CANDIDATE,CANDIDATE,9.97683705,131.76674,0.1011,3.419,9.92E+02,2.89,802,97.85,72.7,5500,4.416,0.928,296.75296,45.0411,14.943
5368,8892721,K01844.01,,FALSE POSITIVE,FALSE POSITIVE,61.4910471,163.63478,0.9175,9.508,3.50E+03,4.41,323,2.58,68.1,4796,4.656,0.598,294.35666,45.192959,15.943
5369,9042357,K01993.01,,FALSE POSITIVE,FALSE POSITIVE,16.00351918,146.38711,1.5058,4.084,6.84E+02,40.18,586,27.83,31.8,5283,4.594,0.695,297.91864,45.347061,14.733
5370,9115681,K01865.01,,FALSE POSITIVE,FALSE POSITIVE,1.863904258,132.19891,1.2462,4.312,3.64E+02,44.21,2040,4091.05,67.1,6674,4.164,1.536,299.87238,45.499592,13.027
5371,10481045,K02320.01,,FALSE POSITIVE,FALSE POSITIVE,2.03741908,131.56129,0.5588,2.995,1.20E+02,0.88,1300,675.07,15.4,5746,4.574,0.776,295.841,47.681889,15.047
5372,8107034,K02322.01,,FALSE POSITIVE,FALSE POSITIVE,332.74984,386.9102,0.1296,14.77,5.18E+02,2.55,302,1.97,8.7,6372,4.375,1.112,295.03903,43.95454,15.487
5373,3962751,K02326.01,,FALSE POSITIVE,FALSE POSITIVE,45.60304785,171.32001,,8.35,,,,,,,,,293.69742,39.036388,15.206
5374,8582291,K02330.01,,FALSE POSITIVE,FALSE POSITIVE,2.46814002,132.06745,0.4207,3.264,1.88E+02,1.21,1243,564.74,24.4,5516,4.466,0.872,298.84979,44.615009,14.874
5375,5110683,K02334.01,,FALSE POSITIVE,FALSE POSITIVE,12.53449909,134.95078,,6.02,,,,,,,,,294.90765,40.278831,15.725
5376,7967861,K02349.01,,FALSE POSITIVE,FALSE POSITIVE,215.15218,171.913,0.2999,19.97,2.64E+02,1.36,287,1.61,6.7,5914,4.563,0.828,294.53214,43.75441,15.075
5377,8179325,K02359.01,,FALSE POSITIVE,FALSE POSITIVE,3.17275103,133.99103,0.3861,5.456,3.65E+02,1.42,974,212.35,30.5,5065,4.598,0.75,296.28696,44.022671,15.936
5378,5211199,K02158.02,,CANDIDATE,CANDIDATE,6.68228463,132.19119,0.0343,3.248,4.99E+01,1.01,1122,374.67,12.5,5445,4.061,1.46,297.65143,40.352551,13.052
5379,5475494,K03969.01,,FALSE POSITIVE,FALSE POSITIVE,0.736194683,132.08341,0.9611,1.2709,2.87E+02,2.26,2211,5650.32,28.9,6319,4.447,1.032,298.52603,40.612091,15.145
5380,9412445,K03970.01,,FALSE POSITIVE,FALSE POSITIVE,10.18671561,132.51595,0.6776,7.156,2.68E+02,0.96,477,12.27,35.5,3996,4.695,0.555,295.11502,45.96648,14.651
5381,7866914,K03971.01,,FALSE POSITIVE,FALSE POSITIVE,365.994154,217.68143,0.8353,13.071,6.99E+02,2.87,263,1.14,23.8,6074,4.466,0.965,279.85272,43.664459,14.05
5382,6057684,K03972.01,,FALSE POSITIVE,FALSE POSITIVE,0.540289842,131.84942,0.7676,4.765,9.44E+01,1.05,2277,6356.72,73.4,5997,4.483,0.993,296.0878,41.316841,14.568
5383,5271608,K01673.01,,FALSE POSITIVE,FALSE POSITIVE,2.490473889,133.44161,0.1391,2.0946,2.69E+02,1.64,1412,940.43,23.4,6067,4.433,0.997,290.73367,40.43116,15.429
5384,5357470,K01674.01,,FALSE POSITIVE,FALSE POSITIVE,2.172587352,133.00306,1.8484,1.6442,3.14E+02,91.32,1518,1254.52,35,6038,4.34,0.971,290.2442,40.559269,14.845
5385,5443775,K01676.01,,FALSE POSITIVE,FALSE POSITIVE,3.307669557,131.567483,0.5967,1.6692,2.56E+02,1.79,1319,715.19,72,6063,4.396,1.07,290.33612,40.653061,12.936
5386,5527172,K01678.01,,FALSE POSITIVE,FALSE POSITIVE,3.183961138,132.865399,0.6703,3.74088,3.95E+04,17.51,1166,436.88,1094.7,5889,4.562,0.826,289.81805,40.723919,12.678
5387,5529643,K01679.01,,FALSE POSITIVE,FALSE POSITIVE,0.759765589,131.7915,1.1061,5.289,5.15E+02,14.72,2117,4750.75,68.7,6163,4.461,1.013,290.51105,40.708569,15.932
5388,9366989,K01785.01,,FALSE POSITIVE,FALSE POSITIVE,1.219034458,132.100268,0.0823,2.1763,7.10E+03,10.13,1861,2836.86,203.8,5833,4.318,1.214,299.97183,45.809738,14.914
5389,9468717,K01954.01,,FALSE POSITIVE,FALSE POSITIVE,7.37340168,134.00921,1.2932,2.967,1.25E+02,53.91,1333,745.52,36.8,6490,4.034,1.636,293.38184,46.098701,12.197
5390,9528420,K01742.01,,FALSE POSITIVE,FALSE POSITIVE,4.708469582,134.1532437,0.3673,5.98771,3.35E+04,19.76,1202,493,2956.5,6214,4.391,1.061,292.65988,46.159538,14.417
5391,9529744,K01806.01,,FALSE POSITIVE,FALSE POSITIVE,2.404553731,131.67731,0.9675,7.3689,4.14E+02,2.74,1518,1255.55,172.4,6412,4.44,1.04,293.21356,46.175129,13.474
5392,9574614,K01745.01,,CANDIDATE,CANDIDATE,0.982090424,131.70112,1.5472,1.53155,5.23E+03,50.81,1567,1426.18,257.7,5472,4.573,0.742,284.9671,46.27626,15.933
5393,9674608,K01795.01,,FALSE POSITIVE,FALSE POSITIVE,2.972044758,133.250654,0.8993,1.1835,6.32E+03,7.29,880,142.01,50.9,4491,4.58,0.711,300.41727,46.335991,15.772
5394,8495415,K02362.01,,FALSE POSITIVE,FALSE POSITIVE,2.237183453,133.68114,0.001,1.5879,6.59E+02,1.98,1133,390.02,25.3,5080,4.538,0.793,291.88126,44.555729,15.938
5395,10341905,K02391.01,,FALSE POSITIVE,FALSE POSITIVE,0.933743358,131.52329,1.1879,6.485,4.44E+02,18.59,1642,1716.5,81.2,5551,4.57,0.809,292.77484,47.451099,15.239
5396,10336927,K02394.01,,FALSE POSITIVE,FALSE POSITIVE,134.76309,131.94463,,8.77,,,,,,,,,290.82733,47.446861,14.922
5397,12115188,K02396.01,,FALSE POSITIVE,FALSE POSITIVE,0.495434183,133.459172,0.8486,1.2657,3.02E+02,1.88,2154,5088.43,60,5529,4.471,0.936,293.97278,50.645142,14.672
5398,9850957,K02446.01,,FALSE POSITIVE,FALSE POSITIVE,8.480298,135.86236,0.9788,7.827,1.50E+02,1.82,1062,300.66,29.2,6537,4.357,1.119,298.74857,46.68047,13.124
5399,12470954,K00439.02,,FALSE POSITIVE,FALSE POSITIVE,5.40534383,131.8513595,,2.32,,,,,,,,,296.40686,51.35815,14.313
5400,8189801,K02480.01,,CANDIDATE,CANDIDATE,0.666826778,133.040723,0.1684,0.7942,5.64E+02,1.31,1181,460.16,32.7,3990,4.694,0.554,298.92639,44.00219,15.745
5401,11568224,K03973.01,,FALSE POSITIVE,FALSE POSITIVE,0.882172763,131.81834,0.2024,3.367,1.36E+03,3.39,1963,3510.31,186.8,6168,4.482,0.911,296.11182,49.561951,15.039
5402,7938883,K03974.01,,FALSE POSITIVE,FALSE POSITIVE,0.979365186,131.57354,0.3116,1.78717,5.17E+05,41.53,993,229.58,46,3898,4.735,0.53,282.19308,43.733219,16.946
5403,9280239,K03975.01,,CANDIDATE,CANDIDATE,364.758031,135.4616,0.8607,13.006,1.62E+03,2.98,166,0.18,28.6,4386,4.629,0.63,291.58517,45.71579,15.188
5404,4544571,K03976.01,,FALSE POSITIVE,FALSE POSITIVE,2.189099044,132.081639,1.2489,5.1053,3.52E+03,29.96,1289,652.16,187.4,5693,4.551,0.856,285.87671,39.685951,15.753
5405,3245661,K03977.01,,FALSE POSITIVE,FALSE POSITIVE,0.708805698,132.168016,1.224,3.7202,2.24E+04,42.27,2038,4075.02,438.8,5993,4.498,0.909,294.04828,38.364109,15.036
5406,5618071,K01682.01,,FALSE POSITIVE,FALSE POSITIVE,88.821421,160.4918,1.6227,9.35,3.94E+02,234.99,634,38.13,7.8,5081,3.484,3.365,291.21811,40.839329,13.747
5407,6312534,K01689.01,,FALSE POSITIVE,FALSE POSITIVE,1.507761822,132.942304,1.3299,3.1683,6.12E+03,38.21,1300,675.11,347.8,5069,4.53,0.818,298.88397,41.662079,15.583
5408,6470917,K01690.01,,FALSE POSITIVE,FALSE POSITIVE,1.50602176,133.0254,0.2761,2.394,1.57E+02,1.13,1628,1660.03,19.5,6065,4.454,0.896,299.10248,41.887459,15.005
5409,6611330,K01691.01,,CANDIDATE,CANDIDATE,35.14575583,136.494109,1.3958,2.2315,7.26E+03,42.6,480,12.6,90.2,5437,4.554,0.783,293.33807,42.016312,15.838
5410,6699368,K01694.01,,CANDIDATE,CANDIDATE,3.690316844,131.541979,1.053,1.3939,4.86E+02,9.68,1280,634.09,45.3,6120,4.395,1.054,294.01492,42.139191,14.336
5411,9886255,K01846.01,,CANDIDATE,CANDIDATE,105.9564148,182.05368,0.0004,6.986,2.41E+03,3.81,322,2.54,47.3,5308,4.583,0.796,289.86963,46.72971,15.795
5412,9973855,K01966.01,,FALSE POSITIVE,FALSE POSITIVE,2.956006701,134.06227,0.1364,2.6734,8.02E+01,0.81,1212,509.55,35.6,5668,4.472,0.916,299.77972,46.890469,12.58
5413,10019399,K01796.01,,CANDIDATE,CANDIDATE,11.80571248,133.050549,1.15,2.0619,2.08E+03,42.76,1153,417.85,293.3,6065,3.888,1.891,294.91611,46.944977,12.829
5414,10028352,K01957.01,,CANDIDATE,CANDIDATE,1.386801364,132.53281,0.5711,1.2886,2.32E+02,1.89,1952,3431.07,27.4,6419,4.321,1.188,297.79224,46.935829,12.655
5415,10031707,K01827.01,,FALSE POSITIVE,FALSE POSITIVE,8.5896994,132.01552,0.0019,6.7394,4.54E+02,159.42,4900,136317.25,89.8,3837,0.829,80.307,298.77295,46.921246,13.866
5416,10092312,K01823.01,,CANDIDATE,CANDIDATE,4.468457446,138.741438,1.0385,1.3947,9.25E+02,8.88,1080,321.94,69.3,5869,4.513,0.942,297.78775,47.098331,13.954
5417,10407054,K02500.01,,FALSE POSITIVE,FALSE POSITIVE,0.933752014,132.44747,0.6691,4.1042,9.36E+01,1.49,2476,8881.31,52.6,6443,4.146,1.457,292.77899,47.552216,13.343
5418,10880007,K02502.01,,FALSE POSITIVE,FALSE POSITIVE,86.79876649,199.89506,,2.99,,,,,,,,,298.50989,48.240139,15.092
5419,8418129,K02515.01,,FALSE POSITIVE,FALSE POSITIVE,164.5750675,222.03648,,9.57,,,,,,,,,286.2872,44.49371,13.215
5420,6525185,K02568.01,,FALSE POSITIVE,FALSE POSITIVE,1.710300638,131.61532,0.2592,2.758,2.31E+02,1.37,1448,1039.18,20.6,5790,4.528,0.9,292.71548,41.943562,15.862
5421,10812504,K02570.01,,FALSE POSITIVE,FALSE POSITIVE,79.9203123,197.21468,0.0398,4.351,1.35E+03,1.73,217,0.53,21.5,3813,4.767,0.477,297.29269,48.11438,15.577
5422,8107115,K02575.01,,FALSE POSITIVE,FALSE POSITIVE,199.3113,172.4242,0.689,6.43,3.84E+02,1.64,278,1.42,6.5,5662,4.577,0.789,295.06677,43.98209,15.37
5423,10663411,K02584.01,,FALSE POSITIVE,FALSE POSITIVE,157.82131,137.7418,0.1495,12.42,1.92E+02,1.59,377,4.75,6.9,6082,4.342,1.147,290.98767,47.976639,14.856
5424,10090219,K03978.01,,FALSE POSITIVE,FALSE POSITIVE,2.28613495,133.52684,1.177,11.848,3.21E+02,21.56,1432,993.96,43,6063,4.476,1.012,297.21194,47.027802,15.116
5425,9205938,K02162.02,,CANDIDATE,CANDIDATE,199.664537,131.6241,0.5881,8.583,3.07E+02,1.54,306,2.07,16.3,6106,4.556,0.844,285.69199,45.689388,14.033
5426,3440230,K06334.01,,FALSE POSITIVE,FALSE POSITIVE,2.881100586,134.238428,0.0005,9.7178,6.71E+05,288.56,2946,17809.19,1390.4,8104,3.675,3.369,290.47125,38.528561,13.636
5427,9899217,K03979.01,,FALSE POSITIVE,FALSE POSITIVE,1.332560222,132.04977,1.1104,6.51,1.85E+02,13.66,1781,2377.19,33.2,6150,4.41,1.004,295.16199,46.76273,15.271
5428,6750902,K03980.01,,FALSE POSITIVE,FALSE POSITIVE,0.938672068,131.73387,1.3134,1.1733,3.44E+02,36.43,1933,3299.57,32.2,5888,4.394,1.008,281.24307,42.254929,14.67
5429,5895588,K03981.01,,FALSE POSITIVE,FALSE POSITIVE,0.849278606,132.1747,1.2632,3.256,1.09E+03,27.85,1782,2385.64,84.2,5751,4.552,0.854,296.99405,41.129471,15.845
5430,6803855,K01695.01,,CANDIDATE,CANDIDATE,71.4517775,148.8132,0.0884,6.024,2.38E+02,2.3,561,23.44,16.5,6148,4.132,1.488,298.31445,42.24744,13.781
5431,6891366,K01696.01,,FALSE POSITIVE,FALSE POSITIVE,1.752559335,132.72312,0.6307,3.4038,1.42E+02,1.48,1741,2174.09,45.6,6221,4.333,1.18,298.77509,42.39323,13.608
5432,6891637,K01697.01,,FALSE POSITIVE,FALSE POSITIVE,1.752550016,132.72805,1.0779,5.373,1.00E+03,7.2,941,184.99,43.4,4421,4.705,0.535,298.8222,42.394642,15.828
5433,6975615,K01698.01,,FALSE POSITIVE,FALSE POSITIVE,2.065349215,133.15555,0.4472,2.702,1.89E+02,1.04,1197,485.51,25.5,5266,4.536,0.749,298.49808,42.466412,14.788
5434,7137725,K01699.01,,FALSE POSITIVE,FALSE POSITIVE,2.253553818,132.4783,0.6813,3.696,1.21E+02,1.61,1782,2381.43,55.2,6517,4.241,1.375,297.12173,42.673321,13.121
5435,10153855,K01981.01,,CANDIDATE,CANDIDATE,1.063788673,131.524735,0.1346,1.0764,2.66E+02,1.61,1652,1761.19,40,5265,4.4,1.002,296.34103,47.17086,14.229
5436,10230571,K01926.01,,FALSE POSITIVE,FALSE POSITIVE,123.1149477,172.26301,,17.24,,,,,,,,,299.2529,47.278999,9.473
5437,10294613,K01896.01,,FALSE POSITIVE,FALSE POSITIVE,1.85449372,132.491196,1.2176,4.2246,1.35E+03,24,1292,657.94,141,5431,4.563,0.843,298.73807,47.381741,14.898
5438,10491044,K01763.01,,FALSE POSITIVE,FALSE POSITIVE,2.19903789,133.0732,0.4789,2.906,4.05E+02,1.44,1088,330.97,18.2,5003,4.572,0.707,298.77988,47.66095,15.957
5439,10614012,K01807.01,,CANDIDATE,CANDIDATE,132.134216,149.17111,0.3377,25.2,6.51E+03,64.99,809,101.41,257,5067,2.877,8.121,296.92874,47.88295,9.715
5440,10616415,K01999.01,,CANDIDATE,CANDIDATE,1.120646436,131.591881,1.0775,1.7876,3.33E+02,45.36,2780,14127.22,48.3,4972,3.449,4.034,297.61398,47.811401,13.695
5441,6525193,K02653.01,,FALSE POSITIVE,FALSE POSITIVE,1.710276067,131.62054,0.3551,2.264,2.60E+02,1.66,1523,1272.5,21.1,5834,4.472,1.023,292.71729,41.901218,15.795
5442,6866251,K02661.01,,FALSE POSITIVE,FALSE POSITIVE,65.238281,158.9557,0.1471,5.756,1.97E+02,5.18,734,68.49,10.3,5254,3.506,3.761,292.74707,42.379929,11.479
5443,7762723,K02663.01,,CANDIDATE,CANDIDATE,9.88736112,139.52655,0.039,4.239,6.79E+01,0.67,770,82.98,14.2,5684,4.562,0.819,294.99725,43.435921,13.461
5444,4178606,K02728.01,,CANDIDATE,CANDIDATE,42.3514267,131.6238,0.0374,7.6356,5.85E+02,3.44,704,57.92,53.5,6856,4.256,1.405,296.22214,39.268959,12.852
5445,5980208,K02742.01,,CANDIDATE,CANDIDATE,0.789161653,131.5051,0.1898,0.9052,2.47E+02,0.96,1243,564.46,25.8,4258,4.635,0.622,297.07379,41.22448,15.031
5446,5303557,K03982.01,,FALSE POSITIVE,FALSE POSITIVE,2.399076011,133.06637,1.529,4.2539,7.08E+03,65.69,1361,810.78,91.5,5780,4.438,1,298.57697,40.490395,16.494
5447,10227863,K03983.01,,FALSE POSITIVE,FALSE POSITIVE,5.14074571,135.0265,1.1361,24.865,1.61E+02,16.85,1076,317.19,41.7,5751,4.389,1.035,298.55258,47.247318,13.753
5448,8036287,K03984.01,,CANDIDATE,CANDIDATE,1.444453798,132.80647,0.4657,0.9748,2.22E+02,2.2,1800,2479.44,26.8,5305,4.088,1.449,294.38538,43.82547,14.536
5449,9602562,K03985.01,,FALSE POSITIVE,FALSE POSITIVE,3.55650675,133.53058,1.0134,11.67,2.39E+02,4.87,1287,647.87,44.6,5940,4.371,1.143,297.1322,46.256489,14.377
5450,10668665,K03986.01,,FALSE POSITIVE,FALSE POSITIVE,9.60855857,137.74348,1.2381,3.751,8.44E+02,33.5,976,214.41,23.8,6362,4.408,1.144,293.09589,47.996578,15.974
5451,10407020,K03987.01,,FALSE POSITIVE,FALSE POSITIVE,0.933747037,131.52281,0.7639,3.9974,9.52E+01,3.27,3637,41371.99,64.4,6979,3.674,3.085,292.76535,47.512272,13.369
5452,7380829,K01703.01,,FALSE POSITIVE,FALSE POSITIVE,3.1746588,132.24011,0.9967,10.674,4.33E+02,3.89,1296,667.65,83.2,5999,4.417,0.996,296.74991,42.952358,14.934
5453,7768952,K01709.01,,FALSE POSITIVE,FALSE POSITIVE,22.4685522,148.49487,0.1214,2.253,2.01E+02,4.63,1040,276.85,19.9,5461,3.566,3.301,296.80951,43.450851,13.301
5454,8162790,K01712.01,,FALSE POSITIVE,FALSE POSITIVE,10.16106866,141.51437,0.0134,3.07,1.03E+03,2.9,800,96.98,42.4,5636,4.462,0.913,290.73578,44.090488,15.047
5455,9655129,K01714.01,,CANDIDATE,CANDIDATE,2.744004971,133.757214,1.1764,5.561,3.84E+04,40.47,1135,392.49,292.6,5334,4.492,0.81,294.24811,46.374008,13.805
5456,9899483,K01719.01,,FALSE POSITIVE,FALSE POSITIVE,1.332560652,132.05174,1.2056,5.97,1.76E+02,33.28,2203,5570.39,80.8,6784,4.26,1.404,295.25388,46.76136,13.616
5457,10917681,K01963.01,,CANDIDATE,CANDIDATE,12.89621688,136.8282,0.9732,2.6,4.25E+02,2.54,783,89.02,39.8,6072,4.51,0.923,290.60745,48.357182,14.107
5458,10965740,K01887.01,,FALSE POSITIVE,FALSE POSITIVE,21.78778246,136.69356,1.2666,4.403,4.92E+02,96.11,1042,278.24,44.2,5627,3.633,3.05,286.46616,48.495918,12.967
5459,11187436,K01804.01,,CANDIDATE,CANDIDATE,5.907413537,133.934664,0.2815,1.0864,5.38E+03,5.04,769,82.73,51,4963,4.585,0.69,290.15634,48.818989,15.625
5460,11285136,K01774.01,,FALSE POSITIVE,FALSE POSITIVE,2.368173665,133.810307,0.746,2.3331,1.08E+04,11.21,1428,983.51,250.8,5944,4.393,0.991,284.86145,49.026989,15.533
5461,11298815,K02015.01,,FALSE POSITIVE,FALSE POSITIVE,5.73865035,136.91887,0.9652,3.802,6.68E+02,1.82,536,19.55,38.4,3848,4.756,0.51,292.8053,49.040459,15.51
5462,11342573,K01771.01,,CANDIDATE,CANDIDATE,91.0564061,204.836407,1.0526,6.7253,6.24E+04,49.47,431,8.14,725.4,6140,4.455,1.048,287.66364,49.141499,15.959
5463,9823519,K02793.01,,CANDIDATE,CANDIDATE,4.4968604,134.20635,0.323,1.7864,2.30E+03,2.13,535,19.34,37.5,3698,4.811,0.444,288.25058,46.679611,16.283
5464,11246161,K02796.01,,FALSE POSITIVE,FALSE POSITIVE,0.537410878,131.49441,0.3315,1.1613,9.96E+01,1.01,2342,7106.35,21.4,6108,4.471,0.997,292.87418,48.936569,14.832
5465,7047824,K02806.01,,CANDIDATE,CANDIDATE,24.7543966,140.20475,0.5501,3.532,6.15E+02,2.03,491,13.7,20.8,4852,4.519,0.804,295.73535,42.576248,15.514
5466,4479633,K02814.01,,FALSE POSITIVE,FALSE POSITIVE,0.475067834,131.82017,0.2922,0.8565,1.22E+02,1.07,2369,7444.39,23.7,6045,4.494,0.955,295.51825,39.593391,14.255
5467,4952341,K02818.01,,FALSE POSITIVE,FALSE POSITIVE,1.796825165,134.83625,0.968,7.829,4.26E+02,4.54,2395,7783.32,51.3,7592,4.159,1.714,298.5798,40.072182,13.613
5468,8176019,K02843.01,,FALSE POSITIVE,FALSE POSITIVE,187.5125128,178.10516,,8.05,,,,,,,,,295.26447,44.09856,15.711
5469,5385491,K03988.01,,FALSE POSITIVE,FALSE POSITIVE,12.425815,133.957,0.5714,17.285,6.51E+01,0.84,773,84.37,21.6,5478,4.351,1.017,297.59946,40.55901,13.585
5470,11358389,K02163.02,Kepler-365 c,CONFIRMED,CANDIDATE,17.7835598,146.92672,0.3495,4.013,2.46E+02,1.63,732,67.91,17.3,6011,4.429,1.03,295.62659,49.130428,14.651
5471,5551504,K03989.01,,FALSE POSITIVE,FALSE POSITIVE,1.204530085,131.93492,0.1532,1.6649,1.17E+02,1.6,1970,3561.16,21.8,5340,4.046,1.504,296.55164,40.71278,14.259
5472,6421503,K03990.01,,FALSE POSITIVE,FALSE POSITIVE,2.15843985,131.8706,3.2922,6.757,3.39E+02,166.35,1100,346.56,29.5,5252,4.654,0.661,283.0527,41.859711,15.239
5473,10352333,K03991.01,,CANDIDATE,CANDIDATE,1.570590666,131.531,0.0778,0.571,2.36E+02,1.1,1347,779.25,16.9,5565,4.576,0.693,296.50354,47.486919,13.14
