# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  2 05:10:39 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate
857,Kepler-149,d,Transit,3,160.01803200,0.571000,,,,,0.353,,0,1,0,0,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,,14.001,Kepler-band,5381.00,,0.95,2014-05-14
858,Kepler-15,b,Transit,1,4.94278200,0.057140,0.060000,87.440,0.66000,Mass,0.960,0.93000,0,1,0,0,19h44m48.14s,296.200595,+49d08m24.4s,49.140125,,13.758,Kepler-band,5515.00,1.02,0.99,2014-05-14
859,Kepler-150,b,Transit,4,3.42805400,0.044000,,,,,0.112,,0,1,0,0,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,,14.985,Kepler-band,5560.00,,0.94,2014-05-14
860,Kepler-150,c,Transit,4,7.38199800,0.073000,,,,,0.329,,0,1,0,0,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,,14.985,Kepler-band,5560.00,,0.94,2014-05-14
861,Kepler-150,d,Transit,4,12.56093000,0.104000,,,,,0.249,,0,1,0,0,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,,14.985,Kepler-band,5560.00,,0.94,2014-05-14
862,Kepler-150,e,Transit,4,30.82655700,0.189000,,,,,0.278,,0,1,0,0,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,,14.985,Kepler-band,5560.00,,0.94,2014-05-14
863,Kepler-151,b,Transit,2,15.22895800,0.116000,,,,,0.273,,0,1,0,0,19h28m39.07s,292.162778,+41d01m23.6s,41.023235,,14.769,Kepler-band,5460.00,0.83,0.83,2014-05-14
864,Kepler-151,c,Transit,2,24.67461200,0.160000,,,,,0.186,,0,1,0,0,19h28m39.07s,292.162778,+41d01m23.6s,41.023235,,14.769,Kepler-band,5460.00,0.83,0.83,2014-05-14
865,Kepler-152,b,Transit,2,18.20797300,0.124000,,,,,0.249,,0,1,0,0,19h07m27.71s,286.865479,+41d59m20.7s,41.989086,,14.290,Kepler-band,5088.00,,0.72,2014-05-14
866,Kepler-152,c,Transit,2,88.25505500,0.356000,,,,,0.213,,0,1,0,0,19h07m27.71s,286.865479,+41d59m20.7s,41.989086,,14.290,Kepler-band,5088.00,,0.72,2014-05-14
867,Kepler-153,b,Transit,2,18.87022700,0.129000,,,,,0.261,,0,1,0,0,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,,14.262,Kepler-band,5404.00,,0.89,2014-05-14
868,Kepler-153,c,Transit,2,46.90232000,0.237000,,,,,0.226,,0,1,0,0,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,,14.262,Kepler-band,5404.00,,0.89,2014-05-14
869,Kepler-154,b,Transit,2,33.04053200,0.198000,,,,,0.202,,0,1,0,0,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,,14.534,Kepler-band,5690.00,0.89,1.00,2014-05-14
870,Kepler-154,c,Transit,2,62.30327600,0.303000,,,,,0.263,,0,1,0,0,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,,14.534,Kepler-band,5690.00,0.89,1.00,2014-05-14
871,Kepler-155,b,Transit,2,5.93119400,0.056000,,,,,0.186,,0,1,0,0,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,,14.258,Kepler-band,4508.00,0.58,0.62,2014-05-14
872,Kepler-155,c,Transit,2,52.66179300,0.242000,,,,,0.200,,0,1,0,0,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,,14.258,Kepler-band,4508.00,0.58,0.62,2014-05-14
873,Kepler-156,b,Transit,2,4.97345600,0.054000,,,,,0.205,,0,1,0,0,19h21m11.16s,290.296515,+37d44m58.2s,37.749490,,14.172,Kepler-band,5094.00,,0.81,2014-05-14
874,Kepler-156,c,Transit,2,15.90680100,0.117000,,,,,0.227,,0,1,0,0,19h21m11.16s,290.296515,+37d44m58.2s,37.749490,,14.172,Kepler-band,5094.00,,0.81,2014-05-14
875,Kepler-157,b,Transit,2,1.73234200,0.028000,,,,,0.118,,0,1,0,0,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,,14.002,Kepler-band,5774.00,,1.04,2014-05-14
876,Kepler-157,c,Transit,2,13.54050000,0.110000,,,,,0.200,,0,1,0,0,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,,14.002,Kepler-band,5774.00,,1.04,2014-05-14
877,Kepler-158,b,Transit,2,16.70918400,0.111000,,,,,0.189,,0,1,0,0,18h56m07.74s,284.032244,+39d46m52.9s,39.781348,,14.427,Kepler-band,4623.00,,0.62,2014-05-14
878,Kepler-158,c,Transit,2,28.55138300,0.158000,,,,,0.170,,0,1,0,0,18h56m07.74s,284.032244,+39d46m52.9s,39.781348,,14.427,Kepler-band,4623.00,,0.62,2014-05-14
879,Kepler-159,b,Transit,2,10.13962300,0.082000,,,,,0.212,,1,1,0,0,19h48m16.84s,297.070170,+40d52m07.6s,40.868784,,14.902,Kepler-band,4625.00,,0.66,2014-05-14
880,Kepler-159,c,Transit,2,43.59579200,0.218000,,,,,0.304,,1,1,0,0,19h48m16.84s,297.070170,+40d52m07.6s,40.868784,,14.902,Kepler-band,4625.00,,0.66,2014-05-14
881,Kepler-16,b,Transit,1,228.77600000,0.704800,0.006900,90.032,0.33300,Mass,0.754,0.96400,1,1,0,0,19h16m18.17s,289.075710,+51d45m26.8s,51.757439,61.00,11.762,Kepler-band,4450.00,0.69,0.65,2014-05-14
882,Kepler-160,b,Transit,2,4.30942700,0.050000,,,,,0.137,,0,1,0,0,19h11m05.66s,287.773581,+42d52m09.4s,42.869286,,14.619,Kepler-band,5857.00,,0.88,2014-05-14
883,Kepler-160,c,Transit,2,13.69908700,0.109000,,,,,0.322,,0,1,0,0,19h11m05.66s,287.773581,+42d52m09.4s,42.869286,,14.619,Kepler-band,5857.00,,0.88,2014-05-14
884,Kepler-161,b,Transit,2,4.92135500,0.054000,,,,,0.189,,0,1,0,0,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,,14.196,Kepler-band,5078.00,0.77,0.81,2014-05-14
885,Kepler-161,c,Transit,2,7.06424000,0.068000,,,,,0.183,,0,1,0,0,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,,14.196,Kepler-band,5078.00,0.77,0.81,2014-05-14
886,Kepler-162,b,Transit,2,6.91979800,0.069000,,,,,0.112,,0,1,0,0,19h49m06.94s,297.278910,+43d43m26.5s,43.724018,,14.248,Kepler-band,5816.00,,0.96,2014-05-14
887,Kepler-162,c,Transit,2,19.44635500,0.137000,,,,,0.270,,0,1,0,0,19h49m06.94s,297.278910,+43d43m26.5s,43.724018,,14.248,Kepler-band,5816.00,,0.96,2014-05-14
888,Kepler-163,b,Transit,2,7.81093700,0.078000,,,,,0.094,,0,1,0,0,19h40m00.68s,295.002819,+46d59m14.4s,46.987328,,14.415,Kepler-band,5776.00,0.96,0.92,2014-05-14
889,Kepler-163,c,Transit,2,21.34726200,0.152000,,,,,0.202,,0,1,0,0,19h40m00.68s,295.002819,+46d59m14.4s,46.987328,,14.415,Kepler-band,5776.00,0.96,0.92,2014-05-14
890,Kepler-164,b,Transit,3,5.03503000,0.058000,,,,,0.126,,0,1,0,0,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,,14.282,Kepler-band,5888.00,1.11,1.15,2014-05-14
891,Kepler-164,c,Transit,3,10.94572300,0.097000,,,,,0.244,,0,1,0,0,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,,14.282,Kepler-band,5888.00,1.11,1.15,2014-05-14
892,Kepler-164,d,Transit,3,28.98676900,0.187000,,,,,0.219,,0,1,0,0,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,,14.282,Kepler-band,5888.00,1.11,1.15,2014-05-14
893,Kepler-165,b,Transit,2,8.18084800,0.072000,,,,,0.207,,0,1,0,0,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,,14.802,Kepler-band,5211.00,,0.77,2014-05-14
894,Kepler-165,c,Transit,2,15.31299000,0.110000,,,,,0.199,,0,1,0,0,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,,14.802,Kepler-band,5211.00,,0.77,2014-05-14
895,Kepler-166,b,Transit,2,7.65025400,0.072000,,,,,0.203,,0,1,0,0,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,,14.701,Kepler-band,5413.00,,0.74,2014-05-14
896,Kepler-166,c,Transit,2,34.26028100,0.195000,,,,,0.212,,0,1,0,0,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,,14.701,Kepler-band,5413.00,,0.74,2014-05-14
897,Kepler-167,b,Transit,4,4.39316320,0.048300,0.000000,89.330,,,0.144,,0,1,0,0,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,14.023,Kepler-band,4890.00,0.77,0.73,2016-03-10
898,Kepler-167,c,Transit,4,7.40611400,0.068400,0.000000,89.300,,,0.138,,0,1,0,0,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,14.023,Kepler-band,4890.00,0.77,0.73,2016-03-10
899,Kepler-167,d,Transit,4,21.80385500,0.140500,0.120000,89.352,,,0.107,,0,1,0,0,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,14.023,Kepler-band,4890.00,0.77,0.73,2016-03-10
900,Kepler-167,e,Transit,4,1071.23228000,1.890000,0.062000,89.976,,,0.906,,0,1,0,0,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,14.023,Kepler-band,4890.00,0.77,0.73,2016-03-10
901,Kepler-168,b,Transit,2,4.42539100,0.056000,,,,,0.130,,0,1,0,0,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,,14.606,Kepler-band,6282.00,,1.11,2014-05-14
902,Kepler-168,c,Transit,2,13.19324200,0.116000,,,,,0.240,,0,1,0,0,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,,14.606,Kepler-band,6282.00,,1.11,2014-05-14
903,Kepler-169,b,Transit,5,3.25061900,0.040000,,,,,0.101,,0,1,0,0,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997.00,0.86,0.76,2014-05-14
904,Kepler-169,c,Transit,5,6.19546900,0.062000,,,,,0.108,,0,1,0,0,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997.00,0.86,0.76,2014-05-14
905,Kepler-169,d,Transit,5,8.34812500,0.075000,,,,,0.112,,0,1,0,0,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997.00,0.86,0.76,2014-05-14
906,Kepler-169,e,Transit,5,13.76710200,0.105000,,,,,0.196,,0,1,0,0,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997.00,0.86,0.76,2014-05-14
907,Kepler-169,f,Transit,5,87.09019500,0.359000,,,,,0.230,,0,1,0,0,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997.00,0.86,0.76,2014-05-14
908,Kepler-17,b,Transit,1,1.48571080,0.025910,0.011000,87.200,2.45000,Mass,1.310,1.35000,0,1,0,0,19h53m34.87s,298.395274,+47d48m54.0s,47.815006,800.00,14.141,Kepler-band,5781.00,1.16,1.05,2014-05-14
909,Kepler-170,b,Transit,2,7.93059200,0.080000,,,,,0.285,,0,1,0,0,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,,14.387,Kepler-band,5679.00,,1.03,2014-05-14
910,Kepler-170,c,Transit,2,16.66586300,0.131000,,,,,0.255,,0,1,0,0,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,,14.387,Kepler-band,5679.00,,1.03,2014-05-14
911,Kepler-171,b,Transit,3,4.16697200,0.050000,,,,,0.209,,0,1,0,0,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,,14.883,Kepler-band,5642.00,,0.84,2014-05-14
912,Kepler-171,c,Transit,3,11.46346200,0.098000,,,,,0.228,,0,1,0,0,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,,14.883,Kepler-band,5642.00,,0.84,2014-05-14
913,Kepler-171,d,Transit,3,39.59551900,0.223000,,,,,0.169,,0,1,0,0,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,,14.883,Kepler-band,5642.00,,0.84,2014-05-14
914,Kepler-172,b,Transit,4,2.94030900,0.040000,,,,,0.210,,0,1,0,0,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,14.532,Kepler-band,5526.00,0.86,1.08,2014-05-14
915,Kepler-172,c,Transit,4,6.38899600,0.068000,,,,,0.255,,0,1,0,0,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,14.532,Kepler-band,5526.00,0.86,1.08,2014-05-14
916,Kepler-172,d,Transit,4,14.62711900,0.118000,,,,,0.201,,0,1,0,0,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,14.532,Kepler-band,5526.00,0.86,1.08,2014-05-14
917,Kepler-172,e,Transit,4,35.11873600,0.211000,,,,,0.246,,0,1,0,0,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,14.532,Kepler-band,5526.00,0.86,1.08,2014-05-14
918,Kepler-173,b,Transit,2,4.26374200,0.048000,,,,,0.115,,0,1,0,0,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,,14.209,Kepler-band,6031.00,0.78,0.95,2014-05-14
919,Kepler-173,c,Transit,2,8.00577700,0.074000,,,,,0.217,,0,1,0,0,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,,14.209,Kepler-band,6031.00,0.78,0.95,2014-05-14
920,Kepler-174,b,Transit,3,13.98179000,0.100000,,,,,0.175,,0,1,0,0,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,,14.287,Kepler-band,4880.00,,0.62,2014-05-14
921,Kepler-174,c,Transit,3,44.00052900,0.214000,,,,,0.133,,0,1,0,0,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,,14.287,Kepler-band,4880.00,,0.62,2014-05-14
922,Kepler-174,d,Transit,3,247.35373000,0.677000,,,,,0.195,,0,1,0,0,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,,14.287,Kepler-band,4880.00,,0.62,2014-05-14
923,Kepler-175,b,Transit,2,11.90351500,0.105000,,,,,0.228,,0,1,0,0,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,,14.939,Kepler-band,6064.00,1.04,1.01,2014-05-14
924,Kepler-175,c,Transit,2,34.03525700,0.213000,,,,,0.277,,0,1,0,0,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,,14.939,Kepler-band,6064.00,1.04,1.01,2014-05-14
925,Kepler-176,b,Transit,3,5.43307400,0.058000,,,,,0.128,,0,1,0,0,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,,14.550,Kepler-band,5232.00,,0.89,2014-05-14
926,Kepler-176,c,Transit,3,12.75971200,0.102000,,,,,0.232,,0,1,0,0,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,,14.550,Kepler-band,5232.00,,0.89,2014-05-14
927,Kepler-176,d,Transit,3,25.75197400,0.163000,,,,,0.224,,0,1,0,0,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,,14.550,Kepler-band,5232.00,,0.89,2014-05-14
928,Kepler-177,b,Transit,2,36.85500000,,,,0.00600,Mass,0.259,,1,1,0,0,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,,15.000,Kepler-band,5942.00,1.07,1.07,2014-05-14
929,Kepler-177,c,Transit,2,49.41200000,,,,0.02400,Mass,0.633,,1,1,0,0,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,,15.000,Kepler-band,5942.00,1.07,1.07,2014-05-14
930,Kepler-178,b,Transit,3,9.57669400,0.085000,,,,,0.259,,0,1,0,0,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,,14.598,Kepler-band,5676.00,,1.07,2014-05-14
931,Kepler-178,c,Transit,3,20.55280200,0.142000,,,,,0.257,,0,1,0,0,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,,14.598,Kepler-band,5676.00,,1.07,2014-05-14
932,Kepler-178,d,Transit,3,96.67898800,0.397000,,,,,0.352,,0,1,0,0,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,,14.598,Kepler-band,5676.00,,1.07,2014-05-14
933,Kepler-179,b,Transit,2,2.73592600,0.036000,,,,,0.146,,0,1,0,0,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,,14.613,Kepler-band,5302.00,,0.76,2014-05-14
934,Kepler-179,c,Transit,2,6.40013000,0.064000,,,,,0.178,,0,1,0,0,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,,14.613,Kepler-band,5302.00,,0.76,2014-05-14
935,Kepler-18,b,Transit,3,3.50472500,0.044700,0.000000,84.920,0.02200,Mass,0.178,4.90000,1,1,0,0,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,,13.549,Kepler-band,5345.00,0.97,1.11,2014-05-14
936,Kepler-18,c,Transit,3,7.64159000,0.075200,0.000000,87.680,0.05400,Mass,0.490,0.59000,1,1,0,0,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,,13.549,Kepler-band,5345.00,0.97,1.11,2014-05-14
937,Kepler-18,d,Transit,3,14.85888000,0.117200,0.000000,88.070,0.05200,Mass,0.623,0.27000,1,1,0,0,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,,13.549,Kepler-band,5345.00,0.97,1.11,2014-05-14
938,Kepler-180,b,Transit,2,13.81712400,0.109000,,,,,0.134,,0,1,0,0,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,,14.350,Kepler-band,5731.00,0.84,1.06,2014-05-14
939,Kepler-180,c,Transit,2,41.88577500,0.229000,,,,,0.269,,0,1,0,0,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,,14.350,Kepler-band,5731.00,0.84,1.06,2014-05-14
940,Kepler-181,b,Transit,2,3.13787300,0.040000,,,,,0.113,,0,1,0,0,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,,14.707,Kepler-band,5333.00,,0.75,2014-05-14
941,Kepler-181,c,Transit,2,4.30214900,0.049000,,,,,0.178,,0,1,0,0,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,,14.707,Kepler-band,5333.00,,0.75,2014-05-14
942,Kepler-182,b,Transit,2,9.82579200,0.096000,,,,,0.230,,0,1,0,0,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,,14.896,Kepler-band,6250.00,1.14,1.15,2014-05-14
943,Kepler-182,c,Transit,2,20.68434200,0.157000,,,,,0.306,,0,1,0,0,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,,14.896,Kepler-band,6250.00,1.14,1.15,2014-05-14
944,Kepler-183,b,Transit,2,5.68794500,0.064000,,,,,0.184,,0,1,0,0,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,,14.943,Kepler-band,5888.00,,0.96,2014-05-14
945,Kepler-183,c,Transit,2,11.63707100,0.103000,,,,,0.203,,0,1,0,0,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,,14.943,Kepler-band,5888.00,,0.96,2014-05-14
946,Kepler-184,b,Transit,3,10.68757600,0.092000,,,,,0.211,,0,1,0,0,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,,14.338,Kepler-band,5788.00,,0.87,2014-05-14
947,Kepler-184,c,Transit,3,20.30300500,0.141000,,,,,0.176,,0,1,0,0,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,,14.338,Kepler-band,5788.00,,0.87,2014-05-14
948,Kepler-184,d,Transit,3,29.02235800,0.179000,,,,,0.222,,0,1,0,0,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,,14.338,Kepler-band,5788.00,,0.87,2014-05-14
949,Kepler-185,b,Transit,2,1.63290000,0.026000,,,,,0.104,,0,1,0,0,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,,14.458,Kepler-band,5208.00,0.79,0.81,2014-05-14
950,Kepler-185,c,Transit,2,20.72904200,0.139000,,,,,0.180,,0,1,0,0,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,,14.458,Kepler-band,5208.00,0.79,0.81,2014-05-14
951,Kepler-186,b,Transit,5,3.88679070,0.034300,,,,,0.095,,0,1,0,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,14.625,Kepler-band,3755.00,0.54,0.52,2014-05-14
952,Kepler-186,c,Transit,5,7.26730200,0.045100,,,,,0.112,,0,1,0,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,14.625,Kepler-band,3755.00,0.54,0.52,2014-05-14
953,Kepler-186,d,Transit,5,13.34299600,0.078100,,,,,0.125,,0,1,0,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,14.625,Kepler-band,3755.00,0.54,0.52,2014-05-14
954,Kepler-186,e,Transit,5,22.40770400,0.110000,,,,,0.113,,0,1,0,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,14.625,Kepler-band,3755.00,0.54,0.52,2014-05-14
955,Kepler-186,f,Transit,5,129.94410000,0.432000,0.040000,89.960,,,0.104,,0,1,0,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,14.625,Kepler-band,3755.00,0.54,0.52,2015-01-14
956,Kepler-187,b,Transit,2,4.93886400,0.059000,,,,,0.126,,0,1,0,0,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,,14.173,Kepler-band,6105.00,0.85,1.29,2014-05-14
957,Kepler-187,c,Transit,2,10.64026300,0.099000,,,,,0.238,,0,1,0,0,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,,14.173,Kepler-band,6105.00,0.85,1.29,2014-05-14
958,Kepler-188,b,Transit,2,2.06189700,0.032000,,,,,0.150,,0,1,0,0,18h45m07.13s,281.279710,+44d18m55.9s,44.315533,,14.674,Kepler-band,6021.00,,1.14,2014-05-14
959,Kepler-188,c,Transit,2,5.99655300,0.066000,,,,,0.285,,0,1,0,0,18h45m07.13s,281.279710,+44d18m55.9s,44.315533,,14.674,Kepler-band,6021.00,,1.14,2014-05-14
960,Kepler-189,b,Transit,2,10.39993100,0.088000,,,,,0.108,,0,1,0,0,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,,14.859,Kepler-band,5235.00,0.79,0.75,2014-05-14
961,Kepler-189,c,Transit,2,20.13486600,0.137000,,,,,0.212,,0,1,0,0,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,,14.859,Kepler-band,5235.00,0.79,0.75,2014-05-14
962,Kepler-19,b,Transit,2,9.28699440,,0.000000,89.940,0.06400,Mass,0.197,10.40000,1,1,0,0,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119.00,11.898,Kepler-band,5541.00,0.94,0.85,2014-05-14
963,Kepler-19,c,Transit Timing Variations,2,160.00000000,,,,6.00000,Mass,,,0,1,0,0,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119.00,11.898,Kepler-band,5541.00,0.94,0.85,2014-05-14
964,Kepler-190,b,Transit,2,2.01999900,0.030000,,,,,0.139,,0,1,0,0,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,,14.137,Kepler-band,5106.00,0.84,0.80,2014-05-14
965,Kepler-190,c,Transit,2,3.76302400,0.045000,,,,,0.130,,0,1,0,0,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,,14.137,Kepler-band,5106.00,0.84,0.80,2014-05-14
966,Kepler-191,b,Transit,2,9.93963200,0.087000,,,,,0.120,,0,1,0,0,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,,14.808,Kepler-band,5282.00,0.85,0.79,2014-05-14
967,Kepler-191,c,Transit,2,17.73850600,0.128000,,,,,0.166,,0,1,0,0,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,,14.808,Kepler-band,5282.00,0.85,0.79,2014-05-14
968,Kepler-192,b,Transit,2,9.92674600,0.090000,,,,,0.244,,0,1,0,0,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,,14.129,Kepler-band,5479.00,,1.01,2014-05-14
969,Kepler-192,c,Transit,2,21.22340000,0.150000,,,,,0.249,,0,1,0,0,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,,14.129,Kepler-band,5479.00,,1.01,2014-05-14
970,Kepler-193,b,Transit,2,11.38848000,0.106000,,,,,0.213,,0,1,0,0,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,,14.615,Kepler-band,6335.00,,1.15,2014-05-14
971,Kepler-193,c,Transit,2,50.69749400,0.286000,,,,,0.245,,0,1,0,0,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,,14.615,Kepler-band,6335.00,,1.15,2014-05-14
972,Kepler-194,b,Transit,3,2.09228100,0.032000,,,,,0.135,,0,1,0,0,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,,14.915,Kepler-band,6089.00,,1.02,2014-05-14
973,Kepler-194,c,Transit,3,17.30803200,0.131000,,,,,0.231,,0,1,0,0,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,,14.915,Kepler-band,6089.00,,1.02,2014-05-14
974,Kepler-194,d,Transit,3,52.81497300,0.275000,,,,,0.214,,0,1,0,0,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,,14.915,Kepler-band,6089.00,,1.02,2014-05-14
975,Kepler-195,b,Transit,2,8.30787200,0.077000,,,,,0.181,,0,1,0,0,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,,14.813,Kepler-band,5329.00,,0.78,2014-05-14
976,Kepler-195,c,Transit,2,34.09686300,0.197000,,,,,0.138,,0,1,0,0,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,,14.813,Kepler-band,5329.00,,0.78,2014-05-14
977,Kepler-196,b,Transit,2,20.73988600,0.138000,,,,,0.170,,0,1,0,0,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,,14.157,Kepler-band,5128.00,,0.78,2014-05-14
978,Kepler-196,c,Transit,2,47.42773700,0.240000,,,,,0.200,,0,1,0,0,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,,14.157,Kepler-band,5128.00,,0.78,2014-05-14
979,Kepler-197,b,Transit,4,5.59930800,0.060000,,,,,0.091,,0,1,0,0,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,,11.811,Kepler-band,6004.00,,1.12,2014-05-14
